"ID","acousticness","instrumentalness","loudness","energy","tempo","liveness","audio_valence","danceability","speechiness","song_duration_min","key","audio_mode","song_popularity","loudness_energy_impact","is_very_danceable","energy_dance_synergy","emotional_intensity"
180,"no_acustic","poca_veu",-7.734,0.564,"mitjà","en_viu",0.621,0.802,0.111,4.72161666666667,11,1,0,-4.361976,1,0.452328,0.350244
181,"acustic","sense_veu",-14.635,0.321,"lent","gravada",0.0608,0.589,0.0355,3.73811666666667,1,1,48,-4.697835,0,0.189069,0.0195168
182,"mig_acustic","sense_veu",-6.916,0.583,"mitjà","gravada",0.964,0.967,0.246,3.59375,7,0,77,-4.032028,1,0.563761,0.562012
183,"no_acustic","sense_veu",-4.499,0.753,"mitjà","en_viu",0.709,0.822,0.0332,4.03221666666667,9,1,68,-3.387747,1,0.618966,0.533877
184,"mig_acustic","sense_veu",-4.568,0.66,"lent","en_viu",0.321,0.86,0.208,3.29616666666667,1,1,58,-3.01488,1,0.5676,0.21186
185,"acustic","sense_veu",-12.058,0.109,"mitjà","gravada",0.359,0.694,0.0375,4.14198333333333,2,1,55,-1.314322,0,0.075646,0.039131
186,"acustic","sense_veu",-11.923,0.525,"lent","gravada",0.657,0.584,0.0686,3.13488333333333,3,1,15,-6.259575,0,0.3066,0.344925
187,"acustic","sense_veu",-6.061,0.445,"lent","en_viu",0.591,0.805,0.0589,4.69266666666667,2,1,86,-2.697145,1,0.358225,0.262995
188,"no_acustic","sense_veu",-6.71,0.576,"mitjà","mig",0.0608,0.724,0.0483,3.51643333333333,10,0,47,-3.86496,1,0.417024,0.0350208
189,"no_acustic","sense_veu",-7.762,0.557,"mitjà","gravada",0.592,0.733,0.0738,3.41641666666667,9,1,64,-4.323434,1,0.408281,0.329744
190,"no_acustic","sense_veu",-11.889,0.421,"ràpid","gravada",0.096,0.759,0.152,4.66621666666667,1,1,51,-5.005269,1,0.319539,0.040416
191,"mig_acustic","sense_veu",-9.731,0.583,"mitjà","gravada",0.484,0.699,0.0837,3.05756666666667,6,0,68,-5.673173,0,0.407517,0.282172
192,"no_acustic","sense_veu",-3.691,0.909,"mitjà","mig",0.627,0.539,0.0342,5.02843333333333,8,1,59,-3.355119,0,0.489951,0.569943
193,"no_acustic","sense_veu",-4.666,0.874,"ràpid","en_viu",0.656,0.552,0.169,3.4025,11,1,81,-4.078084,0,0.482448,0.573344
194,"mig_acustic","sense_veu",-8.473,0.677,"ràpid","gravada",0.71,0.684,0.101,3.164,4,1,59,-5.736221,0,0.463068,0.48067
195,"acustic","sense_veu",-4.331,0.755,"lent","en_viu",0.393,0.685,0.0422,4.65576666666667,10,0,66,-3.269905,0,0.517175,0.296715
196,"no_acustic","sense_veu",-7.124,0.893,"ràpid","mig",0.282,0.456,0.0412,3.37025,7,1,3,-6.361732,0,0.407208,0.251826
197,"mig_acustic","sense_veu",-4.432,0.677,"lent","mig",0.503,0.963,0.114,5.05721666666667,0,1,61,-3.000464,1,0.651951,0.340531
198,"no_acustic","sense_veu",-4.277,0.761,"mitjà","gravada",0.763,0.522,0.0354,5.07976666666667,1,1,45,-3.254797,0,0.397242,0.580643
199,"no_acustic","molta_veu",-7.301,0.761,"mitjà","en_viu",0.52,0.561,0.0309,3.21376666666667,0,1,3,-5.556061,0,0.426921,0.39572
200,"no_acustic","sense_veu",-9.829,0.67,"ràpid","en_viu",0.0611,0.631,0.0311,3.09151666666667,3,1,67,-6.58543,0,0.42277,0.040937
201,"acustic","sense_veu",-6.374,0.836,"ràpid","en_viu",0.962,0.877,0.0541,3.08643333333333,6,0,32,-5.328664,1,0.733172,0.804232
202,"mig_acustic","sense_veu",-8.999,0.373,"lent","mig",0.534,0.799,0.0558,3.61253333333333,7,1,72,-3.356627,1,0.298027,0.199182
203,"mig_acustic","sense_veu",-7.108,0.617,"lent","gravada",0.864,0.733,0.0698,3.84013333333333,10,0,79,-4.385636,1,0.452261,0.533088
204,"acustic","sense_veu",-11.291,0.698,"mitjà","en_viu",0.813,0.699,0.0345,4.85296666666667,5,1,3,-7.881118,0,0.487902,0.567474
205,"no_acustic","poca_veu",-6.876,0.804,"ràpid","en_viu",0.0916,0.548,0.165,4.17141666666667,5,1,22,-5.528304,0,0.440592,0.0736464
206,"mig_acustic","sense_veu",-9.163,0.357,"ràpid","en_viu",0.159,0.445,0.0442,3.10771666666667,7,1,72,-3.271191,0,0.158865,0.056763
207,"mig_acustic","sense_veu",-4.438,0.784,"mitjà","en_viu",0.213,0.467,0.0778,2.6577,0,0,63,-3.479392,0,0.366128,0.166992
208,"no_acustic","sense_veu",-6.35,0.54,"lent","gravada",0.174,0.818,0.0544,4.0731,6,0,94,-3.429,1,0.44172,0.09396
209,"no_acustic","sense_veu",-4.78,0.914,"ràpid","mig",0.55,0.75,0.0935,4.37416666666667,1,1,46,-4.36892,1,0.6855,0.5027
210,"acustic","sense_veu",-5.931,0.629,"ràpid","en_viu",0.567,0.607,0.622,3.96933333333333,11,1,72,-3.730599,0,0.381803,0.356643
211,"no_acustic","sense_veu",-2.416,0.796,"mitjà","mig",0.225,0.604,0.0597,3.34373333333333,1,1,58,-1.923136,0,0.480784,0.1791
212,"mig_acustic","sense_veu",-5.931,0.522,"mitjà","mig",0.643,0.902,0.0501,3.67021666666667,9,0,42,-3.095982,1,0.470844,0.335646
213,"mig_acustic","sense_veu",-3.989,0.88,"lent","en_viu",0.79,0.722,0.24,3.33616666666667,2,1,64,-3.51032,1,0.63536,0.6952
214,"no_acustic","sense_veu",-5.929,0.869,"mitjà","gravada",0.768,0.716,0.0694,3.15556666666667,8,1,38,-5.152301,1,0.622204,0.667392
215,"mig_acustic","sense_veu",-8.444,0.492,"mitjà","en_viu",0.904,0.955,0.0646,2.64615,8,1,0,-4.154448,1,0.46986,0.444768
216,"mig_acustic","sense_veu",-4.909,0.699,"mitjà","gravada",0.5,0.849,0.363,3.45716666666667,4,0,0,-3.431391,1,0.593451,0.3495
217,"mig_acustic","sense_veu",-5.244,0.787,"mitjà","en_viu",0.795,0.83,0.102,3.23938333333333,8,1,70,-4.127028,1,0.65321,0.625665
218,"no_acustic","sense_veu",-6.916,0.748,"mitjà","gravada",0.914,0.684,0.0647,1.98886666666667,4,0,2,-5.173168,0,0.511632,0.683672
219,"acustic","sense_veu",-14.244,0.364,"ràpid","gravada",0.715,0.763,0.0559,4.36221666666667,7,1,53,-5.184816,1,0.277732,0.26026
220,"acustic","sense_veu",-13.598,0.572,"ràpid","gravada",0.439,0.346,0.118,4.98333333333333,9,0,42,-7.778056,0,0.197912,0.251108
221,"no_acustic","sense_veu",-2.744,0.921,"ràpid","en_viu",0.707,0.521,0.0382,3.76266666666667,9,1,14,-2.527224,0,0.479841,0.651147
222,"acustic","sense_veu",-11.036,0.312,"ràpid","mig",0.436,0.655,0.0467,3.40543333333333,5,1,49,-3.443232,0,0.20436,0.136032
223,"mig_acustic","sense_veu",-15.46,0.49,"ràpid","gravada",0.937,0.55,0.0357,2.58776666666667,7,1,53,-7.5754,0,0.2695,0.45913
224,"mig_acustic","sense_veu",-6.074,0.684,"lent","mig",0.575,0.679,0.0493,3.13376666666667,7,1,63,-4.154616,0,0.464436,0.3933
225,"acustic","sense_veu",-19.16,0.186,"lent","gravada",0.0735,0.105,0.0358,2.72555,5,1,47,-3.56376,0,0.01953,0.013671
226,"mig_acustic","sense_veu",-8.553,0.624,"mitjà","gravada",0.526,0.693,0.259,4.2971,11,0,44,-5.337072,0,0.432432,0.328224
227,"acustic","sense_veu",-7.825,0.469,"mitjà","gravada",0.881,0.788,0.0347,2.53316666666667,1,1,43,-3.669925,1,0.369572,0.413189
228,"acustic","sense_veu",-9.484,0.31,"lent","gravada",0.369,0.563,0.0343,4.55728333333333,2,1,62,-2.94004,0,0.17453,0.11439
229,"acustic","sense_veu",-11.155,0.314,"mitjà","en_viu",0.563,0.335,0.0411,4.41846666666667,8,1,70,-3.50267,0,0.10519,0.176782
230,"acustic","sense_veu",-6.211,0.869,"mitjà","en_viu",0.9,0.813,0.133,2.97886666666667,7,1,45,-5.397359,1,0.706497,0.7821
231,"mig_acustic","sense_veu",-5.566,0.914,"lent","mig",0.723,0.641,0.05,3.47333333333333,0,1,27,-5.087324,0,0.585874,0.660822
232,"acustic","sense_veu",-8.131,0.289,"lent","mig",0.213,0.661,0.0348,3.03188333333333,0,1,79,-2.349859,0,0.191029,0.061557
233,"mig_acustic","sense_veu",-7.242,0.586,"mitjà","mig",0.773,0.808,0.169,3.11453333333333,10,0,72,-4.243812,1,0.473488,0.452978
234,"mig_acustic","sense_veu",-10.492,0.505,"ràpid","gravada",0.937,0.847,0.0644,3.76505,5,1,33,-5.29846,1,0.427735,0.473185
235,"mig_acustic","sense_veu",-8.103,0.626,"mitjà","gravada",0.571,0.661,0.13,3.62753333333333,10,1,74,-5.072478,0,0.413786,0.357446
236,"mig_acustic","sense_veu",-5.182,0.886,"mitjà","en_viu",0.608,0.575,0.034,3.71288333333333,5,1,68,-4.591252,0,0.50945,0.538688
237,"acustic","sense_veu",-9.705,0.465,"lent","gravada",0.178,0.231,0.0373,3.74856666666667,6,1,51,-4.512825,0,0.107415,0.08277
238,"mig_acustic","sense_veu",-6.449,0.937,"lent","en_viu",0.967,0.638,0.0444,3.20555,0,1,51,-6.042713,0,0.597806,0.906079
239,"acustic","molta_veu",-22.35,0.138,"lent","mig",0.489,0.44,0.0303,1.83136666666667,1,1,43,-3.0843,0,0.06072,0.067482
240,"mig_acustic","sense_veu",-6.338,0.797,"lent","en_viu",0.954,0.91,0.0554,2.6238,10,0,38,-5.051386,1,0.72527,0.760338
241,"no_acustic","sense_veu",-5.416,0.697,"mitjà","mig",0.428,0.593,0.0642,3.0417,7,1,63,-3.774952,0,0.413321,0.298316
242,"acustic","sense_veu",-12.379,0.273,"mitjà","mig",0.112,0.599,0.0547,3.1625,0,1,39,-3.379467,0,0.163527,0.030576
243,"no_acustic","sense_veu",-3.299,0.926,"ràpid","en_viu",0.712,0.503,0.0613,2.4421,1,1,1,-3.054874,0,0.465778,0.659312
244,"mig_acustic","sense_veu",-4.89,0.602,"ràpid","mig",0.399,0.611,0.0437,2.47431666666667,5,1,83,-2.94378,0,0.367822,0.240198
245,"mig_acustic","sense_veu",-2.188,0.87,"ràpid","en_viu",0.884,0.743,0.212,3.2364,1,1,88,-1.90356,1,0.64641,0.76908
246,"mig_acustic","sense_veu",-8.642,0.888,"ràpid","en_viu",0.365,0.374,0.12,5.33233333333333,8,1,62,-7.674096,0,0.332112,0.32412
247,"no_acustic","sense_veu",-5.467,0.493,"ràpid","en_viu",0.284,0.634,0.0882,3.25713333333333,1,1,50,-2.695231,0,0.312562,0.140012
248,"acustic","sense_veu",-31.879,0.0834,"ràpid","mig",0.138,0.348,0.0299,3.95376666666667,5,1,37,-2.6587086,0,0.0290232,0.0115092
249,"acustic","sense_veu",-6.952,0.75,"lent","en_viu",0.783,0.615,0.0491,3.18221666666667,5,1,57,-5.214,0,0.46125,0.58725
250,"acustic","sense_veu",-7.788,0.574,"lent","en_viu",0.352,0.784,0.0479,4.16955,5,0,86,-4.470312,1,0.450016,0.202048
251,"no_acustic","sense_veu",-6.248,0.61,"mitjà","en_viu",0.839,0.833,0.356,4.47333333333333,5,1,32,-3.81128,1,0.50813,0.51179
252,"no_acustic","sense_veu",-3.928,0.853,"mitjà","mig",0.31,0.797,0.0673,4.38821666666667,0,1,51,-3.350584,1,0.679841,0.26443
253,"mig_acustic","sense_veu",-4.366,0.9,"ràpid","en_viu",0.854,0.501,0.0433,4.37416666666667,11,0,54,-3.9294,0,0.4509,0.7686
254,"no_acustic","sense_veu",-5.582,0.917,"mitjà","gravada",0.515,0.47,0.0489,1.86611666666667,0,1,48,-5.118694,0,0.43099,0.472255
255,"mig_acustic","sense_veu",-7.77,0.586,"lent","mig",0.657,0.9,0.406,3.41001666666667,8,1,71,-4.55322,1,0.5274,0.385002
256,"acustic","sense_veu",-5.593,0.501,"lent","gravada",0.265,0.734,0.0466,2.63421666666667,8,1,66,-2.802093,1,0.367734,0.132765
257,"no_acustic","sense_veu",-3.533,0.963,"mitjà","mig",0.788,0.635,0.0981,3.40266666666667,11,1,75,-3.402279,0,0.611505,0.758844
258,"mig_acustic","sense_veu",-6.941,0.726,"ràpid","en_viu",0.718,0.88,0.0717,3.33723333333333,10,0,14,-5.039166,1,0.63888,0.521268
259,"mig_acustic","molta_veu",-6.942,0.637,"mitjà","mig",0.29,0.383,0.0395,3.08466666666667,4,1,47,-4.422054,0,0.243971,0.18473
260,"acustic","sense_veu",-8.134,0.546,"ràpid","mig",0.413,0.445,0.106,3.68133333333333,8,1,37,-4.441164,0,0.24297,0.225498
261,"acustic","sense_veu",-9.113,0.338,"ràpid","mig",0.322,0.544,0.0412,3.37025,7,0,30,-3.080194,0,0.183872,0.108836
262,"mig_acustic","sense_veu",-6.05,0.672,"ràpid","gravada",0.444,0.534,0.0565,3.48516666666667,9,0,72,-4.0656,0,0.358848,0.298368
263,"no_acustic","sense_veu",-12.005,0.622,"ràpid","en_viu",0.781,0.58,0.0352,5.82821666666667,5,1,63,-7.46711,0,0.36076,0.485782
264,"acustic","molta_veu",-23.435,0.0758,"ràpid","gravada",0.14,0.862,0.039,3.60621666666667,2,1,40,-1.776373,1,0.0653396,0.010612
265,"mig_acustic","sense_veu",-6.519,0.521,"lent","mig",0.331,0.697,0.031,3.47475,5,1,75,-3.396399,0,0.363137,0.172451
266,"acustic","sense_veu",-10.882,0.443,"lent","mig",0.614,0.807,0.1,4.96991666666667,11,0,21,-4.820726,1,0.357501,0.272002
267,"mig_acustic","sense_veu",-5.039,0.785,"lent","gravada",0.673,0.594,0.266,3.292,8,1,16,-3.955615,0,0.46629,0.528305
268,"mig_acustic","sense_veu",-4.085,0.663,"mitjà","gravada",0.495,0.586,0.144,3.34778333333333,6,0,34,-2.708355,0,0.388518,0.328185
269,"mig_acustic","sense_veu",-4.422,0.839,"lent","gravada",0.314,0.58,0.0644,3.63825,6,1,84,-3.710058,0,0.48662,0.263446
270,"mig_acustic","sense_veu",-4.126,0.822,"ràpid","en_viu",0.881,0.766,0.16,3.23548333333333,1,0,91,-3.391572,1,0.629652,0.724182
271,"acustic","molta_veu",-18.376,0.186,"ràpid","gravada",0.231,0.277,0.032,3.78466666666667,7,1,52,-3.417936,0,0.051522,0.042966
272,"acustic","sense_veu",-11.446,0.573,"lent","en_viu",0.381,0.641,0.42,3.20355,7,0,34,-6.558558,0,0.367293,0.218313
273,"no_acustic","sense_veu",-6.41,0.544,"lent","mig",0.535,0.956,0.0822,3.30145,1,1,72,-3.48704,1,0.520064,0.29104
274,"acustic","sense_veu",-7.539,0.363,"lent","mig",0.16,0.429,0.0518,3.802,0,1,51,-2.736657,0,0.155727,0.05808
275,"acustic","sense_veu",-18.354,0.378,"lent","gravada",0.661,0.607,0.0363,4.84555,4,1,17,-6.937812,0,0.229446,0.249858
276,"acustic","sense_veu",-12.389,0.212,"lent","mig",0.814,0.759,0.0248,3.32725,8,0,64,-2.626468,1,0.160908,0.172568
277,"no_acustic","sense_veu",-3.313,0.955,"ràpid","gravada",0.246,0.641,0.128,3.05288333333333,0,1,20,-3.163915,0,0.612155,0.23493
278,"acustic","sense_veu",-10.315,0.635,"lent","gravada",0.743,0.664,0.0404,2.92925,0,1,6,-6.550025,0,0.42164,0.471805
279,"no_acustic","sense_veu",-4.127,0.752,"mitjà","en_viu",0.376,0.509,0.0644,3.49776666666667,8,1,56,-3.103504,0,0.382768,0.282752
280,"mig_acustic","sense_veu",-4.464,0.621,"ràpid","en_viu",0.472,0.735,0.0576,4.23376666666667,10,1,43,-2.772144,1,0.456435,0.293112
281,"mig_acustic","sense_veu",-7.462,0.718,"lent","en_viu",0.899,0.769,0.169,2.79591666666667,6,0,36,-5.357716,1,0.552142,0.645482
282,"mig_acustic","sense_veu",-4.08,0.643,"mitjà","gravada",0.416,0.64,0.0379,4.37555,10,1,83,-2.62344,0,0.41152,0.267488
283,"no_acustic","sense_veu",-6.715,0.591,"lent","en_viu",0.232,0.573,0.0521,3.8452,11,1,71,-3.968565,0,0.338643,0.137112
284,"mig_acustic","sense_veu",-6.458,0.844,"mitjà","gravada",0.913,0.628,0.0412,2.50866666666667,2,0,41,-5.450552,0,0.530032,0.770572
285,"acustic","sense_veu",-10.145,0.351,"mitjà","mig",0.243,0.564,0.0707,2.67338333333333,2,1,46,-3.560895,0,0.197964,0.085293
286,"mig_acustic","sense_veu",-4.162,0.788,"mitjà","mig",0.364,0.584,0.0533,3.742,0,1,61,-3.279656,0,0.460192,0.286832
287,"mig_acustic","sense_veu",-4.826,0.626,"mitjà","gravada",0.887,0.835,0.0289,3.74838333333333,1,1,98,-3.021076,1,0.52271,0.555262
288,"acustic","sense_veu",-6.264,0.488,"mitjà","gravada",0.307,0.898,0.111,3.34108333333333,4,0,57,-3.056832,1,0.438224,0.149816
289,"acustic","sense_veu",-9.212,0.338,"lent","en_viu",0.669,0.865,0.219,1.66265,7,1,58,-3.113656,1,0.29237,0.226122
290,"mig_acustic","sense_veu",-5.338,0.661,"mitjà","en_viu",0.769,0.559,0.0687,3.01366666666667,1,0,77,-3.528418,0,0.369499,0.508309
291,"no_acustic","sense_veu",-3.126,0.981,"mitjà","en_viu",0.522,0.611,0.0516,4.27066666666667,9,1,55,-3.066606,0,0.599391,0.512082
292,"mig_acustic","sense_veu",-2.887,0.933,"ràpid","gravada",0.679,0.642,0.137,3.04,9,0,67,-2.693571,0,0.598986,0.633507
293,"no_acustic","sense_veu",-9.617,0.445,"ràpid","mig",0.259,0.534,0.0351,3.1444,7,1,38,-4.279565,0,0.23763,0.115255
294,"no_acustic","sense_veu",-11.173,0.467,"mitjà","gravada",0.659,0.914,0.0935,3.63076666666667,7,0,65,-5.217791,1,0.426838,0.307753
295,"mig_acustic","sense_veu",-4.785,0.584,"mitjà","gravada",0.698,0.863,0.0335,2.968,11,0,65,-2.79444,1,0.503992,0.407632
296,"acustic","sense_veu",-13.591,0.115,"lent","en_viu",0.335,0.535,0.0274,2.46821666666667,7,1,0,-1.562965,0,0.061525,0.038525
297,"acustic","sense_veu",-5.191,0.7,"lent","en_viu",0.747,0.786,0.109,2.46733333333333,2,1,69,-3.6337,1,0.5502,0.5229
298,"no_acustic","sense_veu",-5.991,0.816,"mitjà","gravada",0.702,0.684,0.0322,3.27023333333333,10,0,81,-4.888656,0,0.558144,0.572832
299,"acustic","sense_veu",-11.351,0.368,"ràpid","en_viu",0.902,0.554,0.0352,2.82843333333333,9,1,28,-4.177168,0,0.203872,0.331936
300,"no_acustic","poca_veu",-4.591,0.78,"mitjà","en_viu",0.24,0.759,0.281,7.47058333333333,10,0,37,-3.58098,1,0.59202,0.1872
301,"no_acustic","sense_veu",-9.809,0.728,"ràpid","en_viu",0.188,0.315,0.0511,3.91843333333333,4,0,4,-7.140952,0,0.22932,0.136864
302,"mig_acustic","sense_veu",-4.422,0.642,"ràpid","gravada",0.746,0.705,0.145,3.23871666666667,8,1,64,-2.838924,1,0.45261,0.478932
303,"mig_acustic","sense_veu",-1.845,0.8,"ràpid","en_viu",0.905,0.783,0.218,3.07131666666667,5,0,55,-1.476,1,0.6264,0.724
304,"acustic","sense_veu",-10.106,0.316,"ràpid","gravada",0.398,0.453,0.0366,4.016,11,0,37,-3.193496,0,0.143148,0.125768
305,"acustic","sense_veu",-8.086,0.471,"ràpid","en_viu",0.3,0.489,0.0693,3.3,6,0,0,-3.808506,0,0.230319,0.1413
306,"acustic","sense_veu",-9.455,0.214,"mitjà","gravada",0.271,0.63,0.0301,3.68288333333333,0,0,61,-2.02337,0,0.13482,0.057994
307,"no_acustic","sense_veu",-10.742,0.584,"mitjà","gravada",0.577,0.619,0.0255,4.99066666666667,8,1,56,-6.273328,0,0.361496,0.336968
308,"acustic","sense_veu",-3.419,0.749,"mitjà","gravada",0.978,0.742,0.0329,3.419,0,1,73,-2.560831,1,0.555758,0.732522
309,"acustic","sense_veu",-9.764,0.503,"ràpid","gravada",0.21,0.451,0.373,4.69326666666667,2,1,49,-4.911292,0,0.226853,0.10563
310,"acustic","sense_veu",-8.68,0.385,"lent","en_viu",0.323,0.572,0.0308,2.50765,7,1,87,-3.3418,0,0.22022,0.124355
311,"no_acustic","sense_veu",-7.018,0.84,"mitjà","gravada",0.587,0.722,0.936,3.06015,1,0,22,-5.89512,1,0.60648,0.49308
312,"acustic","molta_veu",-3.855,0.703,"lent","gravada",0.672,0.905,0.334,2.806,0,1,6,-2.710065,1,0.636215,0.472416
313,"acustic","sense_veu",-9.05,0.689,"lent","mig",0.225,0.633,0.0268,3.46643333333333,9,1,52,-6.23545,0,0.436137,0.155025
314,"acustic","molta_veu",-5.209,0.523,"lent","en_viu",0.328,0.538,0.0308,1.57008333333333,0,1,60,-2.724307,0,0.281374,0.171544
315,"no_acustic","sense_veu",-3.447,0.977,"mitjà","en_viu",0.722,0.349,0.0934,3.4453,5,1,33,-3.367719,0,0.340973,0.705394
316,"acustic","sense_veu",-5.946,0.819,"lent","gravada",0.179,0.773,0.118,4.48643333333333,0,0,82,-4.869774,1,0.633087,0.146601
317,"acustic","sense_veu",-10.995,0.376,"lent","mig",0.321,0.685,0.0307,3.88088333333333,2,0,71,-4.13412,0,0.25756,0.120696
318,"no_acustic","sense_veu",-6.285,0.738,"mitjà","en_viu",0.734,0.895,0.224,4.76933333333333,6,0,45,-4.63833,1,0.66051,0.541692
319,"acustic","sense_veu",-15.196,0.304,"ràpid","mig",0.147,0.432,0.0302,5.61021666666667,1,1,72,-4.619584,0,0.131328,0.044688
320,"no_acustic","sense_veu",-6.891,0.9,"ràpid","gravada",0.47,0.785,0.315,3.18128333333333,0,1,19,-6.2019,1,0.7065,0.423
321,"acustic","sense_veu",-9.448,0.515,"lent","mig",0.714,0.519,0.031,3.86266666666667,2,1,67,-4.86572,0,0.267285,0.36771
322,"mig_acustic","sense_veu",-3.168,0.907,"mitjà","mig",0.68,0.749,0.0638,4.36666666666667,6,1,74,-2.873376,1,0.679343,0.61676
323,"no_acustic","sense_veu",-6.222,0.936,"mitjà","gravada",0.734,0.841,0.131,3.50611666666667,0,0,69,-5.823792,1,0.787176,0.687024
324,"no_acustic","sense_veu",-10.007,0.571,"mitjà","gravada",0.644,0.865,0.0841,3.68713333333333,1,1,38,-5.713997,1,0.493915,0.367724
325,"acustic","sense_veu",-7.792,0.644,"mitjà","mig",0.881,0.841,0.26,4.26013333333333,9,0,70,-5.018048,1,0.541604,0.567364
326,"acustic","sense_veu",-4.1,0.889,"ràpid","gravada",0.636,0.684,0.183,2.92443333333333,6,0,77,-3.6449,0,0.608076,0.565404
327,"mig_acustic","sense_veu",-5.86,0.488,"mitjà","mig",0.595,0.618,0.134,3.72505,10,1,77,-2.85968,0,0.301584,0.29036
328,"acustic","sense_veu",-5.731,0.609,"mitjà","mig",0.172,0.388,0.0402,6.71976666666667,2,1,57,-3.490179,0,0.236292,0.104748
329,"mig_acustic","sense_veu",-4.004,0.849,"lent","gravada",0.778,0.541,0.147,4.61355,11,0,26,-3.399396,0,0.459309,0.660522
330,"mig_acustic","sense_veu",-4.405,0.847,"mitjà","mig",0.381,0.706,0.0405,3.50413333333333,10,0,54,-3.731035,1,0.597982,0.322707
331,"acustic","sense_veu",-10.315,0.605,"ràpid","gravada",0.418,0.469,0.0837,5.72266666666667,0,0,58,-6.240575,0,0.283745,0.25289
332,"acustic","molta_veu",-22.608,0.0213,"lent","gravada",0.158,0.267,0.0497,3.7979,5,1,68,-0.4815504,0,0.0056871,0.0033654
333,"no_acustic","sense_veu",-3.517,0.99,"ràpid","en_viu",0.395,0.507,0.0479,4.4051,0,1,48,-3.48183,0,0.50193,0.39105
334,"acustic","poca_veu",-15.399,0.122,"ràpid","mig",0.402,0.264,0.0952,6.18866666666667,6,1,72,-1.878678,0,0.032208,0.049044
335,"acustic","sense_veu",-6.137,0.823,"ràpid","en_viu",0.259,0.236,0.0863,4.08021666666667,4,1,42,-5.050751,0,0.194228,0.213157
336,"acustic","sense_veu",-12.049,0.779,"ràpid","gravada",0.456,0.215,0.0341,3.19735,5,1,37,-9.386171,0,0.167485,0.355224
337,"no_acustic","molta_veu",-5.87,0.481,"ràpid","mig",0.186,0.768,0.144,3.04981666666667,11,0,40,-2.82347,1,0.369408,0.089466
338,"mig_acustic","sense_veu",-8.103,0.744,"mitjà","en_viu",0.961,0.734,0.0391,3.96666666666667,9,0,23,-6.028632,1,0.546096,0.714984
339,"no_acustic","poca_veu",-7.678,0.476,"lent","mig",0.264,0.761,0.0677,3.36876666666667,2,0,24,-3.654728,1,0.362236,0.125664
340,"no_acustic","sense_veu",-5.211,0.816,"mitjà","gravada",0.702,0.684,0.0322,3.27023333333333,10,0,81,-4.252176,0,0.558144,0.572832
341,"no_acustic","sense_veu",-12.631,0.883,"mitjà","gravada",0.684,0.481,0.0273,4.64943333333333,1,1,29,-11.153173,0,0.424723,0.603972
342,"mig_acustic","sense_veu",-7.909,0.661,"ràpid","en_viu",0.214,0.598,0.196,3.916,7,0,31,-5.227849,0,0.395278,0.141454
343,"mig_acustic","sense_veu",-4.506,0.836,"lent","mig",0.677,0.813,0.0881,3.90221666666667,7,1,20,-3.767016,1,0.679668,0.565972
344,"acustic","sense_veu",-8.281,0.348,"lent","en_viu",0.707,0.773,0.0963,3.95176666666667,5,1,76,-2.881788,1,0.269004,0.246036
345,"mig_acustic","sense_veu",-4.946,0.844,"lent","en_viu",0.755,0.865,0.311,3.41866666666667,11,1,63,-4.174424,1,0.73006,0.63722
346,"acustic","molta_veu",-21.218,0.19,"lent","gravada",0.276,0.565,0.0346,4.70073333333333,0,1,49,-4.03142,0,0.10735,0.05244
347,"mig_acustic","sense_veu",-5.781,0.902,"ràpid","en_viu",0.493,0.598,0.198,3.32311666666667,1,1,31,-5.214462,0,0.539396,0.444686
348,"acustic","sense_veu",-7.621,0.505,"lent","mig",0.419,0.749,0.253,3.2906,9,1,88,-3.848605,1,0.378245,0.211595
349,"acustic","sense_veu",-10.659,0.431,"ràpid","mig",0.419,0.594,0.109,3.72726666666667,10,0,43,-4.594029,0,0.256014,0.180589
350,"mig_acustic","sense_veu",-3.886,0.909,"ràpid","en_viu",0.294,0.257,0.0411,5.14443333333333,7,1,67,-3.532374,0,0.233613,0.267246
351,"no_acustic","sense_veu",-5.756,0.594,"lent","mig",0.503,0.474,0.0289,3.26643333333333,11,1,80,-3.419064,0,0.281556,0.298782
